code,name,description,category,url,status
1,General Public Service,,,,active
2,"Justice, Law, Order and Security",,,,active
3,Economic Affairs,,,,active
4,"Water, Natural Resource Management and Environment",,,,active
5,Social Affairs,,,,active
6,Development Partner Affairs,,,,active
7,General Budget Support and Aid support external to General Government Sector,,,,active
