code,name,description,language,category,category-name,category-description
1,General Public Service,,en,,,
2,"Justice, Law, Order and Security",,en,,,
3,Economic Affairs,,en,,,
4,"Water, Natural Resource Management and Environment",,en,,,
5,Social Affairs,,en,,,
6,Development Partner Affairs,,en,,,
7,General Budget Support and Aid support external to General Government Sector,,en,,,
