code,name,description,language,category,category-name,category-description
A,Administrative Region,,en,,,
H,Hydrographic,,en,,,
L,Area,,en,,,
P,Populated Place,,en,,,
R,Streets/Highways/Roads,,en,,,
S,Spot Features,,en,,,
T,Hypsographic,,en,,,
U,Undersea,,en,,,
V,Vegetation,,en,,,
