code,name,description,language,category,category-name,category-description
application/vnd.jsk.isdn-ngn,,,en,application,,
application/vnd.kahootz,,,en,application,,
application/vnd.kde.karbon,,,en,application,,
application/vnd.kde.kchart,,,en,application,,
application/vnd.kde.kformula,,,en,application,,
application/vnd.kde.kivio,,,en,application,,
application/vnd.kde.kontour,,,en,application,,
application/vnd.kde.kpresenter,,,en,application,,
application/vnd.kde.kspread,,,en,application,,
application/vnd.kde.kword,,,en,application,,
application/vnd.kenameaapp,,,en,application,,
application/vnd.kidspiration,,,en,application,,
application/vnd.Kinar,,,en,application,,
application/vnd.koan,,,en,application,,
application/vnd.kodak-descriptor,,,en,application,,
application/vnd.las.las+json,,,en,application,,
application/vnd.las.las+xml,,,en,application,,
application/vnd.liberty-request+xml,,,en,application,,
application/vnd.llamagraphics.life-balance.desktop,,,en,application,,
application/vnd.llamagraphics.life-balance.exchange+xml,,,en,application,,
application/vnd.lotus-1-2-3,,,en,application,,
application/vnd.lotus-approach,,,en,application,,
application/vnd.lotus-freelance,,,en,application,,
application/vnd.lotus-notes,,,en,application,,
application/vnd.lotus-organizer,,,en,application,,
application/vnd.lotus-screencam,,,en,application,,
application/vnd.lotus-wordpro,,,en,application,,
application/vnd.macports.portpkg,,,en,application,,
application/vnd.macports.portpkg,,,en,application,,
application/vnd.mapbox-vector-tile,,,en,application,,
application/vnd.marlin.drm.actiontoken+xml,,,en,application,,
application/vnd.marlin.drm.conftoken+xml,,,en,application,,
application/vnd.marlin.drm.license+xml,,,en,application,,
application/vnd.marlin.drm.mdcf,,,en,application,,
application/vnd.mason+json,,,en,application,,
application/vnd.maxmind.maxmind-db,,,en,application,,
application/vnd.mcd,,,en,application,,
application/vnd.medcalcdata,,,en,application,,
application/vnd.mediastation.cdkey,,,en,application,,
application/vnd.meridian-slingshot,,,en,application,,
application/vnd.MFER,,,en,application,,
application/vnd.mfmp,,,en,application,,
application/vnd.micro+json,,,en,application,,
application/vnd.micrografx.flo,,,en,application,,
application/vnd.micrografx.igx,,,en,application,,
application/vnd.microsoft.portable-executable,,,en,application,,
application/vnd.microsoft.windows.thumbnail-cache,,,en,application,,
application/vnd.miele+json,,,en,application,,
application/vnd.mif,,,en,application,,
application/vnd.minisoft-hp3000-save,,,en,application,,
application/vnd.mitsubishi.misty-guard.trustweb,,,en,application,,
application/vnd.Mobius.DAF,,,en,application,,
application/vnd.Mobius.DIS,,,en,application,,
application/vnd.Mobius.MBK,,,en,application,,
application/vnd.Mobius.MQY,,,en,application,,
application/vnd.Mobius.MSL,,,en,application,,
application/vnd.Mobius.PLC,,,en,application,,
application/vnd.Mobius.TXF,,,en,application,,
application/vnd.mophun.application,,,en,application,,
application/vnd.mophun.certificate,,,en,application,,
application/vnd.motorola.flexsuite,,,en,application,,
application/vnd.motorola.flexsuite.adsi,,,en,application,,
application/vnd.motorola.flexsuite.fis,,,en,application,,
application/vnd.motorola.flexsuite.gotap,,,en,application,,
application/vnd.motorola.flexsuite.kmr,,,en,application,,
application/vnd.motorola.flexsuite.ttc,,,en,application,,
application/vnd.motorola.flexsuite.wem,,,en,application,,
application/vnd.motorola.iprm,,,en,application,,
application/vnd.mozilla.xul+xml,,,en,application,,
application/vnd.ms-artgalry,,,en,application,,
application/vnd.ms-asf,,,en,application,,
application/vnd.ms-cab-compressed,,,en,application,,
application/vnd.ms-3mfdocument,,,en,application,,
application/vnd.ms-excel,,,en,application,,
application/vnd.ms-excel.addin.macroEnabled.12,,,en,application,,
application/vnd.ms-excel.sheet.binary.macroEnabled.12,,,en,application,,
application/vnd.ms-excel.sheet.macroEnabled.12,,,en,application,,
application/vnd.ms-excel.template.macroEnabled.12,,,en,application,,
application/vnd.ms-fontobject,,,en,application,,
application/vnd.ms-htmlhelp,,,en,application,,
application/vnd.ms-ims,,,en,application,,
application/vnd.ms-lrm,,,en,application,,
application/vnd.ms-office.activeX+xml,,,en,application,,
application/vnd.ms-officetheme,,,en,application,,
application/vnd.ms-playready.initiator+xml,,,en,application,,
application/vnd.ms-powerpoint,,,en,application,,
application/vnd.ms-powerpoint.addin.macroEnabled.12,,,en,application,,
application/vnd.ms-powerpoint.presentation.macroEnabled.12,,,en,application,,
application/vnd.ms-powerpoint.slide.macroEnabled.12,,,en,application,,
application/vnd.ms-powerpoint.slideshow.macroEnabled.12,,,en,application,,
application/vnd.ms-powerpoint.template.macroEnabled.12,,,en,application,,
application/vnd.ms-PrintDeviceCapabilities+xml,,,en,application,,
application/vnd.ms-PrintSchemaTicket+xml,,,en,application,,
application/vnd.ms-project,,,en,application,,
application/vnd.ms-tnef,,,en,application,,
application/vnd.ms-windows.devicepairing,,,en,application,,
application/vnd.ms-windows.nwprinting.oob,,,en,application,,
application/vnd.ms-windows.printerpairing,,,en,application,,
application/vnd.ms-windows.wsd.oob,,,en,application,,
application/vnd.ms-wmdrm.lic-chlg-req,,,en,application,,
application/vnd.ms-wmdrm.lic-resp,,,en,application,,
application/vnd.ms-wmdrm.meter-chlg-req,,,en,application,,
application/vnd.ms-wmdrm.meter-resp,,,en,application,,
application/vnd.ms-word.document.macroEnabled.12,,,en,application,,
application/vnd.ms-word.template.macroEnabled.12,,,en,application,,
application/vnd.ms-works,,,en,application,,
application/vnd.ms-wpl,,,en,application,,
application/vnd.ms-xpsdocument,,,en,application,,
application/vnd.msa-disk-image,,,en,application,,
application/vnd.mseq,,,en,application,,
application/vnd.msign,,,en,application,,
application/vnd.multiad.creator,,,en,application,,
application/vnd.multiad.creator.cif,,,en,application,,
application/vnd.musician,,,en,application,,
application/vnd.music-niff,,,en,application,,
application/vnd.muvee.style,,,en,application,,
application/vnd.mynfc,,,en,application,,
application/vnd.ncd.control,,,en,application,,
application/vnd.ncd.reference,,,en,application,,
application/vnd.nearst.inv+json,,,en,application,,
application/vnd.nervana,,,en,application,,
application/vnd.netfpx,,,en,application,,
application/vnd.neurolanguage.nlu,,,en,application,,
application/vnd.nintendo.snes.rom,,,en,application,,
application/vnd.nintendo.nitro.rom,,,en,application,,
application/vnd.nitf,,,en,application,,
application/vnd.noblenet-directory,,,en,application,,
application/vnd.noblenet-sealer,,,en,application,,
application/vnd.noblenet-web,,,en,application,,
application/vnd.nokia.catalogs,,,en,application,,
application/vnd.nokia.conml+wbxml,,,en,application,,
application/vnd.nokia.conml+xml,,,en,application,,
application/vnd.nokia.iptv.config+xml,,,en,application,,
application/vnd.nokia.iSDS-radio-presets,,,en,application,,
application/vnd.nokia.landmark+wbxml,,,en,application,,
application/vnd.nokia.landmark+xml,,,en,application,,
application/vnd.nokia.landmarkcollection+xml,,,en,application,,
application/vnd.nokia.ncd,,,en,application,,
application/vnd.nokia.n-gage.ac+xml,,,en,application,,
application/vnd.nokia.n-gage.data,,,en,application,,
application/vnd.nokia.n-gage.symbian.install,,,en,application,,
application/vnd.nokia.pcd+wbxml,,,en,application,,
application/vnd.nokia.pcd+xml,,,en,application,,
application/vnd.nokia.radio-preset,,,en,application,,
application/vnd.nokia.radio-presets,,,en,application,,
application/vnd.novadigm.EDM,,,en,application,,
application/vnd.novadigm.EDX,,,en,application,,
application/vnd.novadigm.EXT,,,en,application,,
application/vnd.ntt-local.content-share,,,en,application,,
application/vnd.ntt-local.file-transfer,,,en,application,,
application/vnd.ntt-local.ogw_remote-access,,,en,application,,
application/vnd.ntt-local.sip-ta_remote,,,en,application,,
application/vnd.ntt-local.sip-ta_tcp_stream,,,en,application,,
application/vnd.oasis.opendocument.chart,,,en,application,,
application/vnd.oasis.opendocument.chart-template,,,en,application,,
application/vnd.oasis.opendocument.database,,,en,application,,
application/vnd.oasis.opendocument.formula,,,en,application,,
application/vnd.oasis.opendocument.formula-template,,,en,application,,
application/vnd.oasis.opendocument.graphics,,,en,application,,
application/vnd.oasis.opendocument.graphics-template,,,en,application,,
application/vnd.oasis.opendocument.image,,,en,application,,
application/vnd.oasis.opendocument.image-template,,,en,application,,
application/vnd.oasis.opendocument.presentation,,,en,application,,
application/vnd.oasis.opendocument.presentation-template,,,en,application,,
application/vnd.oasis.opendocument.spreadsheet,,,en,application,,
application/vnd.oasis.opendocument.spreadsheet-template,,,en,application,,
application/vnd.oasis.opendocument.text,,,en,application,,
application/vnd.oasis.opendocument.text-master,,,en,application,,
application/vnd.oasis.opendocument.text-template,,,en,application,,
application/vnd.oasis.opendocument.text-web,,,en,application,,
application/vnd.obn,,,en,application,,
application/vnd.ocf+cbor,,,en,application,,
application/vnd.oftn.l10n+json,,,en,application,,
application/vnd.oipf.contentaccessdownload+xml,,,en,application,,
application/vnd.oipf.contentaccessstreaming+xml,,,en,application,,
application/vnd.oipf.cspg-hexbinary,,,en,application,,
application/vnd.oipf.dae.svg+xml,,,en,application,,
application/vnd.oipf.dae.xhtml+xml,,,en,application,,
application/vnd.oipf.mippvcontrolmessage+xml,,,en,application,,
application/vnd.oipf.pae.gem,,,en,application,,
application/vnd.oipf.spdiscovery+xml,,,en,application,,
application/vnd.oipf.spdlist+xml,,,en,application,,
application/vnd.oipf.ueprofile+xml,,,en,application,,
application/vnd.oipf.userprofile+xml,,,en,application,,
application/vnd.olpc-sugar,,,en,application,,
application/vnd.oma.bcast.associated-procedure-parameter+xml,,,en,application,,
application/vnd.oma.bcast.drm-trigger+xml,,,en,application,,
application/vnd.oma.bcast.imd+xml,,,en,application,,
application/vnd.oma.bcast.ltkm,,,en,application,,
application/vnd.oma.bcast.notification+xml,,,en,application,,
application/vnd.oma.bcast.provisioningtrigger,,,en,application,,
application/vnd.oma.bcast.sgboot,,,en,application,,
application/vnd.oma.bcast.sgdd+xml,,,en,application,,
application/vnd.oma.bcast.sgdu,,,en,application,,
application/vnd.oma.bcast.simple-symbol-container,,,en,application,,
application/vnd.oma.bcast.smartcard-trigger+xml,,,en,application,,
application/vnd.oma.bcast.sprov+xml,,,en,application,,
application/vnd.oma.bcast.stkm,,,en,application,,
application/vnd.oma.cab-address-book+xml,,,en,application,,
application/vnd.oma.cab-feature-handler+xml,,,en,application,,
application/vnd.oma.cab-pcc+xml,,,en,application,,
application/vnd.oma.cab-subs-invite+xml,,,en,application,,
application/vnd.oma.cab-user-prefs+xml,,,en,application,,
application/vnd.oma.dcd,,,en,application,,
application/vnd.oma.dcdc,,,en,application,,
application/vnd.oma.dd2+xml,,,en,application,,
application/vnd.oma.drm.risd+xml,,,en,application,,
application/vnd.oma.group-usage-list+xml,,,en,application,,
application/vnd.oma.lwm2m+json,,,en,application,,
application/vnd.oma.lwm2m+tlv,,,en,application,,
application/vnd.oma.pal+xml,,,en,application,,
application/vnd.oma.poc.detailed-progress-report+xml,,,en,application,,
application/vnd.oma.poc.final-report+xml,,,en,application,,
application/vnd.oma.poc.groups+xml,,,en,application,,
application/vnd.oma.poc.invocation-descriptor+xml,,,en,application,,
application/vnd.oma.poc.optimized-progress-report+xml,,,en,application,,
application/vnd.oma.push,,,en,application,,
application/vnd.oma.scidm.messages+xml,,,en,application,,
application/vnd.oma.xcap-directory+xml,,,en,application,,
application/vnd.omads-email+xml,,,en,application,,
application/vnd.omads-file+xml,,,en,application,,
application/vnd.omads-folder+xml,,,en,application,,
application/vnd.omaloc-supl-init,,,en,application,,
application/vnd.oma-scws-config,,,en,application,,
application/vnd.oma-scws-http-request,,,en,application,,
application/vnd.oma-scws-http-response,,,en,application,,
application/vnd.onepager,,,en,application,,
application/vnd.onepagertamp,,,en,application,,
application/vnd.onepagertamx,,,en,application,,
application/vnd.onepagertat,,,en,application,,
application/vnd.onepagertatp,,,en,application,,
application/vnd.onepagertatx,,,en,application,,
application/vnd.openblox.game-binary,,,en,application,,
application/vnd.openblox.game+xml,,,en,application,,
application/vnd.openeye.oeb,,,en,application,,
application/vnd.openstreetmap.data+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.custom-properties+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.customXmlProperties+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawing+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.chart+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.extended-properties+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.comments+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.presentation,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.presProps+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slide,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slide+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slideshow,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.tags+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.template,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.template.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.styles+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.table+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.template,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.theme+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.themeOverride+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.vmlDrawing,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.comments+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.document,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.footer+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.styles+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.template,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml,,,en,application,,
application/vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml,,,en,application,,
application/vnd.openxmlformats-package.core-properties+xml,,,en,application,,
application/vnd.openxmlformats-package.digital-signature-xmlsignature+xml,,,en,application,,
application/vnd.openxmlformats-package.relationships+xml,,,en,application,,
application/vnd.oracle.resource+json,,,en,application,,
application/vnd.orange.indata,,,en,application,,
application/vnd.osa.netdeploy,,,en,application,,
application/vnd.osgeo.mapguide.package,,,en,application,,
application/vnd.osgi.bundle,,,en,application,,
application/vnd.osgi.dp,,,en,application,,
application/vnd.osgi.subsystem,,,en,application,,
application/vnd.otps.ct-kip+xml,,,en,application,,
application/vnd.oxli.countgraph,,,en,application,,
application/vnd.pagerduty+json,,,en,application,,
application/vnd.palm,,,en,application,,
application/vnd.panoply,,,en,application,,
application/vnd.paos.xml,,,en,application,,
application/vnd.pawaafile,,,en,application,,
application/vnd.pcos,,,en,application,,
application/vnd.pg.format,,,en,application,,
application/vnd.pg.osasli,,,en,application,,
application/vnd.piaccess.application-licence,,,en,application,,
application/vnd.picsel,,,en,application,,
application/vnd.pmi.widget,,,en,application,,
application/vnd.poc.group-advertisement+xml,,,en,application,,
application/vnd.pocketlearn,,,en,application,,
application/vnd.powerbuilder6,,,en,application,,
application/vnd.powerbuilder6-s,,,en,application,,
application/vnd.powerbuilder7,,,en,application,,
application/vnd.powerbuilder75,,,en,application,,
application/vnd.powerbuilder75-s,,,en,application,,
application/vnd.powerbuilder7-s,,,en,application,,
application/vnd.preminet,,,en,application,,
application/vnd.previewsystems.box,,,en,application,,
application/vnd.proteus.magazine,,,en,application,,
application/vnd.publishare-delta-tree,,,en,application,,
application/vnd.pvi.ptid1,,,en,application,,
application/vnd.pwg-multiplexed,,,en,application,,
application/vnd.pwg-xhtml-print+xml,,,en,application,,
application/vnd.qualcomm.brew-app-res,,,en,application,,
application/vnd.quarantainenet,,,en,application,,
application/vnd.Quark.QuarkXPress,,,en,application,,
application/vnd.quobject-quoxdocument,,,en,application,,
application/vnd.radisys.moml+xml,,,en,application,,
application/vnd.radisys.msml-audit-conf+xml,,,en,application,,
application/vnd.radisys.msml-audit-conn+xml,,,en,application,,
application/vnd.radisys.msml-audit-dialog+xml,,,en,application,,
application/vnd.radisys.msml-audit-stream+xml,,,en,application,,
application/vnd.radisys.msml-audit+xml,,,en,application,,
application/vnd.radisys.msml-conf+xml,,,en,application,,
application/vnd.radisys.msml-dialog-base+xml,,,en,application,,
application/vnd.radisys.msml-dialog-fax-detect+xml,,,en,application,,
application/vnd.radisys.msml-dialog-fax-sendrecv+xml,,,en,application,,
application/vnd.radisys.msml-dialog-group+xml,,,en,application,,
application/vnd.radisys.msml-dialog-speech+xml,,,en,application,,
application/vnd.radisys.msml-dialog-transform+xml,,,en,application,,
application/vnd.radisys.msml-dialog+xml,,,en,application,,
application/vnd.radisys.msml+xml,,,en,application,,
application/vnd.rainstor.data,,,en,application,,
application/vnd.rapid,,,en,application,,
application/vnd.rar,,,en,application,,
application/vnd.realvnc.bed,,,en,application,,
application/vnd.recordare.musicxml,,,en,application,,
application/vnd.recordare.musicxml+xml,,,en,application,,
application/vnd.RenLearn.rlprint,,,en,application,,
application/vnd.rig.cryptonote,,,en,application,,
application/vnd.route66.link66+xml,,,en,application,,
application/vnd.rs-274x,,,en,application,,
application/vnd.ruckus.download,,,en,application,,
application/vnd.s3sms,,,en,application,,
application/vnd.sailingtracker.track,,,en,application,,
application/vnd.sbm.cid,,,en,application,,
application/vnd.sbm.mid2,,,en,application,,
application/vnd.scribus,,,en,application,,
application/vnd.sealed.3df,,,en,application,,
application/vnd.sealed.csf,,,en,application,,
application/vnd.sealed.doc,,,en,application,,
application/vnd.sealed.eml,,,en,application,,
application/vnd.sealed.mht,,,en,application,,
application/vnd.sealed.net,,,en,application,,
application/vnd.sealed.ppt,,,en,application,,
application/vnd.sealed.tiff,,,en,application,,
application/vnd.sealed.xls,,,en,application,,
application/vnd.sealedmedia.softseal.html,,,en,application,,
application/vnd.sealedmedia.softseal.pdf,,,en,application,,
application/vnd.seemail,,,en,application,,
application/vnd.sema,,,en,application,,
application/vnd.semd,,,en,application,,
application/vnd.semf,,,en,application,,
application/vnd.shana.informed.formdata,,,en,application,,
application/vnd.shana.informed.formtemplate,,,en,application,,
application/vnd.shana.informed.interchange,,,en,application,,
application/vnd.shana.informed.package,,,en,application,,
application/vnd.sigrok.session,,,en,application,,
application/vnd.SimTech-MindMapper,,,en,application,,
application/vnd.siren+json,,,en,application,,
application/vnd.smaf,,,en,application,,
application/vnd.smart.notebook,,,en,application,,
application/vnd.smart.teacher,,,en,application,,
application/vnd.software602.filler.form+xml,,,en,application,,
application/vnd.software602.filler.form-xml-zip,,,en,application,,
application/vnd.solent.sdkm+xml,,,en,application,,
application/vnd.spotfire.dxp,,,en,application,,
application/vnd.spotfire.sfs,,,en,application,,
application/vnd.sss-cod,,,en,application,,
application/vnd.sss-dtf,,,en,application,,
application/vnd.sss-ntf,,,en,application,,
application/vnd.stepmania.package,,,en,application,,
application/vnd.stepmania.stepchart,,,en,application,,
application/vnd.street-stream,,,en,application,,
application/vnd.sun.wadl+xml,,,en,application,,
application/vnd.sus-calendar,,,en,application,,
application/vnd.svd,,,en,application,,
application/vnd.swiftview-ics,,,en,application,,
application/vnd.syncml.dm.notification,,,en,application,,
application/vnd.syncml.dmddf+xml,,,en,application,,
application/vnd.syncml.dmtnds+wbxml,,,en,application,,
application/vnd.syncml.dmtnds+xml,,,en,application,,
application/vnd.syncml.dmddf+wbxml,,,en,application,,
application/vnd.syncml.dm+wbxml,,,en,application,,
application/vnd.syncml.dm+xml,,,en,application,,
application/vnd.syncml.ds.notification,,,en,application,,
application/vnd.syncml+xml,,,en,application,,
application/vnd.tableschema+json,,,en,application,,
application/vnd.tao.intent-module-archive,,,en,application,,
application/vnd.tcpdump.pcap,,,en,application,,
application/vnd.tml,,,en,application,,
application/vnd.tmd.mediaflex.api+xml,,,en,application,,
application/vnd.tmobile-livetv,,,en,application,,
application/vnd.tri.onesource,,,en,application,,
application/vnd.trid.tpt,,,en,application,,
application/vnd.triscape.mxs,,,en,application,,
application/vnd.trueapp,,,en,application,,
application/vnd.truedoc,,,en,application,,
application/vnd.ubisoft.webplayer,,,en,application,,
application/vnd.ufdl,,,en,application,,
application/vnd.uiq.theme,,,en,application,,
application/vnd.umajin,,,en,application,,
application/vnd.unity,,,en,application,,
application/vnd.uoml+xml,,,en,application,,
application/vnd.uplanet.alert,,,en,application,,
application/vnd.uplanet.alert-wbxml,,,en,application,,
application/vnd.uplanet.bearer-choice,,,en,application,,
application/vnd.uplanet.bearer-choice-wbxml,,,en,application,,
application/vnd.uplanet.cacheop,,,en,application,,
application/vnd.uplanet.cacheop-wbxml,,,en,application,,
application/vnd.uplanet.channel,,,en,application,,
application/vnd.uplanet.channel-wbxml,,,en,application,,
application/vnd.uplanet.list,,,en,application,,
application/vnd.uplanet.listcmd,,,en,application,,
application/vnd.uplanet.listcmd-wbxml,,,en,application,,
application/vnd.uplanet.list-wbxml,,,en,application,,
application/vnd.uri-map,,,en,application,,
application/vnd.uplanet.signal,,,en,application,,
application/vnd.valve.source.material,,,en,application,,
application/vnd.vcx,,,en,application,,
application/vnd.vd-study,,,en,application,,
application/vnd.vectorworks,,,en,application,,
application/vnd.vel+json,,,en,application,,
application/vnd.verimatrix.vcas,,,en,application,,
application/vnd.vidsoft.vidconference,,,en,application,,
application/vnd.visio,,,en,application,,
application/vnd.visionary,,,en,application,,
application/vnd.vividence.scriptfile,,,en,application,,
application/vnd.vsf,,,en,application,,
application/vnd.wap.sic,,,en,application,,
application/vnd.wap.slc,,,en,application,,
application/vnd.wap.wbxml,,,en,application,,
application/vnd.wap.wmlc,,,en,application,,
application/vnd.wap.wmlscriptc,,,en,application,,
application/vnd.webturbo,,,en,application,,
application/vnd.wfa.p2p,,,en,application,,
application/vnd.wfa.wsc,,,en,application,,
application/vnd.windows.devicepairing,,,en,application,,
application/vnd.wmc,,,en,application,,
application/vnd.wmf.bootstrap,,,en,application,,
application/vnd.wolfram.mathematica,,,en,application,,
application/vnd.wolfram.mathematica.package,,,en,application,,
application/vnd.wolfram.player,,,en,application,,
application/vnd.wordperfect,,,en,application,,
application/vnd.wqd,,,en,application,,
application/vnd.wrq-hp3000-labelled,,,en,application,,
application/vnd.wt.stf,,,en,application,,
application/vnd.wv.csp+xml,,,en,application,,
application/vnd.wv.csp+wbxml,,,en,application,,
application/vnd.wv.ssp+xml,,,en,application,,
application/vnd.xacml+json,,,en,application,,
application/vnd.xara,,,en,application,,
application/vnd.xfdl,,,en,application,,
application/vnd.xfdl.webform,,,en,application,,
application/vnd.xmi+xml,,,en,application,,
application/vnd.xmpie.cpkg,,,en,application,,
application/vnd.xmpie.dpkg,,,en,application,,
application/vnd.xmpie.plan,,,en,application,,
application/vnd.xmpie.ppkg,,,en,application,,
application/vnd.xmpie.xlim,,,en,application,,
application/vnd.yamaha.hv-dic,,,en,application,,
application/vnd.yamaha.hv-script,,,en,application,,
application/vnd.yamaha.hv-voice,,,en,application,,
application/vnd.yamaha.openscoreformat.osfpvg+xml,,,en,application,,
application/vnd.yamaha.openscoreformat,,,en,application,,
application/vnd.yamaha.remote-setup,,,en,application,,
application/vnd.yamaha.smaf-audio,,,en,application,,
application/vnd.yamaha.smaf-phrase,,,en,application,,
application/vnd.yamaha.through-ngn,,,en,application,,
application/vnd.yamaha.tunnel-udpencap,,,en,application,,
application/vnd.yaoweme,,,en,application,,
application/vnd.yellowriver-custom-menu,,,en,application,,
application/vnd.zul,,,en,application,,
application/vnd.zzazz.deck+xml,,,en,application,,
application/voicexml+xml,,,en,application,,
application/vq-rtcpxr,,,en,application,,
application/watcherinfo+xml,,,en,application,,
application/whoispp-query,,,en,application,,
application/whoispp-response,,,en,application,,
application/widget,,,en,application,,
application/wita,,,en,application,,
application/wordperfect5.1,,,en,application,,
application/wsdl+xml,,,en,application,,
application/wspolicy+xml,,,en,application,,
application/x-www-form-urlencoded,,,en,application,,
application/x400-bp,,,en,application,,
application/xacml+xml,,,en,application,,
application/xcap-att+xml,,,en,application,,
application/xcap-caps+xml,,,en,application,,
application/xcap-diff+xml,,,en,application,,
application/xcap-el+xml,,,en,application,,
application/xcap-error+xml,,,en,application,,
application/xcap-ns+xml,,,en,application,,
application/xcon-conference-info-diff+xml,,,en,application,,
application/xcon-conference-info+xml,,,en,application,,
application/xenc+xml,,,en,application,,
application/xhtml-voice+xml,,,en,application,,
