code,name,description,language,category,category-name,category-description
RESF,forest reserve,a forested area set aside for preservation or controlled use,en,L,Area,
STNF,forest station,a collection of buildings and facilities for carrying out forest management,en,S,Spot Features,
FRST,forest(s),an area dominated by tree vegetation,en,V,Vegetation,
INLTQ,former inlet,"an inlet which has been filled in, or blocked by deposits",en,H,Hydrographic,
MLSGQ,former sugar mill,a sugar mill no longer used as a sugar mill,en,S,Spot Features,
FT,fort,a defensive structure or earthworks,en,S,Spot Features,
FRSTF,fossilized forest,a forest fossilized by geologic processes and now exposed at the earth's surface,en,V,Vegetation,
FNDY,foundry,a building or works where metal casting is carried out,en,S,Spot Features,
ADM4,fourth-order administrative division,a subdivision of a third-order administrative division,en,A,Administrative Region,
ZNF,free trade zone,"an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations",en,S,Spot Features,
PCLF,freely associated state,freely associated state,en,A,Administrative Region,
DPOF,fuel depot,an area where fuel is stored,en,S,Spot Features,
GAP,gap,"a low place in a ridge, not used for transportation",en,T,Hypsographic,
GDN,garden(s),an enclosure for displaying selected plant or animal life,en,S,Spot Features,
GOSP,gas-oil separator plant,a facility for separating gas from oil,en,S,Spot Features,
GASF,gasfield,an area containing a subterranean store of natural gas of economic value,en,L,Area,
GATE,gate,a controlled access entrance or exit,en,S,Spot Features,
GYSR,geyser,a type of hot spring with intermittent eruptions of jets of hot water and steam,en,H,Hydrographic,
GHAT,ghāt,"a set of steps leading to a river, which are of religious significance, and at their base is usually a platform for bathing",en,S,Spot Features,
GLCR,glacier(s),"a mass of ice, usually at high latitudes or high elevations, with sufficient thickness to flow away from the source area in lobes, tongues, or masses",en,H,Hydrographic,
MNAU,gold mine(s),"a mine where gold ore, or alluvial gold is extracted",en,S,Spot Features,
RECG,golf course,a recreation field where golf is played,en,S,Spot Features,
GRGE,gorge(s),"a short, narrow, steep-sided section of a stream valley",en,T,Hypsographic,
GRSLD,grassland,an area dominated by grass vegetation,en,V,Vegetation,
GRVE,grave,a burial site,en,S,Spot Features,
GVL,gravel area,an area covered with gravel,en,L,Area,
GRAZ,grazing area,an area of grasses and shrubs used for grazing,en,L,Area,
GHSE,guest house,a house used to provide lodging for paying guests,en,S,Spot Features,
GULF,gulf,"a large recess in the coastline, larger than a bay",en,H,Hydrographic,
HLT,halting place,a place where caravans stop for rest,en,S,Spot Features,
HMCK,hammock(s),"a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups",en,T,Hypsographic,
AIRG,hangar,a covered and usually enclosed area for housing and repairing aircraft,en,S,Spot Features,
VALG,hanging valley,a valley the floor of which is notably higher than the valley or shore to which it leads; most common in areas that have been glaciated,en,T,Hypsographic,
HBR,harbor(s),a haven or space of deep water so sheltered by the adjacent land as to afford a safe anchorage for ships,en,H,Hydrographic,
HDLD,headland,a high projection of land extending into a large body of water beyond the line of the coast,en,T,Hypsographic,
STMH,headwaters,"the source and upper part of a stream, including the upper drainage basin",en,H,Hydrographic,
HTH,heath,an upland moor or sandy area dominated by low shrubby vegetation including heather,en,V,Vegetation,
AIRH,heliport,a place where helicopters land and take off,en,S,Spot Features,
HERM,hermitage,"a secluded residence, usually for religious sects",en,S,Spot Features,
HLL,hill,a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m,en,T,Hypsographic,
HLLS,hills,rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m,en,T,Hypsographic,
ADMDH,historical administrative division,"a former administrative division of a political entity, undifferentiated as to administrative level",en,A,Administrative Region,
ADM1H,historical first-order administrative division,a former first-order administrative division,en,A,Administrative Region,
ADM4H,historical fourth-order administrative division,a former fourth-order administrative division,en,A,Administrative Region,
PCLH,historical political entity,a former political entity,en,A,Administrative Region,
PPLH,historical populated place,a populated place that no longer exists,en,P,Populated Place,
RRH,historical railroad,a former permanent twin steel-rail track on which freight and passenger cars move long distances,en,R,Streets/Highways/Roads,
RSTNH,historical railroad station,"a former facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight",en,S,Spot Features,
RGNH,historical region,a former area distinguished by one or more observable physical or cultural characteristics,en,L,Area,
ADM2H,historical second-order administrative division,a former second-order administrative division,en,A,Administrative Region,
HSTS,historical site,a place of historical importance,en,S,Spot Features,
ADM3H,historical third-order administrative division,a former third-order administrative division,en,A,Administrative Region,
UFHU,historical undersea feature,an undersea feature whose existence has been subsequently disproved,en,U,Undersea,
HMSD,homestead,"a residence, owner's or manager's, on a sheep or cattle station, woolshed, outcamp, or Aboriginal outstation, specific to Australia and New Zealand",en,S,Spot Features,
HSP,hospital,"a building in which sick or injured, especially those confined to bed, are medically treated",en,S,Spot Features,
SPNT,hot spring(s),a place where hot ground water flows naturally out of the ground,en,H,Hydrographic,
HTL,hotel,a building providing lodging and/or meals for the public,en,S,Spot Features,
HSE,house(s),a building used as a human habitation,en,S,Spot Features,
DEVH,housing development,a tract of land on which many houses of similar design are built according to a development plan,en,L,Area,
RESH,hunting reserve,a tract of land used primarily for hunting,en,L,Area,
HUT,hut,a small primitive house,en,S,Spot Features,
HUTS,huts,small primitive houses,en,S,Spot Features,
PSH,hydroelectric power station,a building where electricity is generated from water power,en,S,Spot Features,
CAPG,icecap,a dome-shaped mass of glacial ice covering an area of mountain summits or other high lands; smaller than an ice sheet,en,H,Hydrographic,
DPRG,icecap depression,a comparatively depressed area on an icecap,en,H,Hydrographic,
DOMG,icecap dome,a comparatively elevated area on an icecap,en,H,Hydrographic,
RDGG,icecap ridge,a linear elevation on an icecap,en,H,Hydrographic,
PCLI,independent political entity,independent political entity,en,A,Administrative Region,
INDS,industrial area,an area characterized by industrial activity,en,L,Area,
INLT,inlet,"a narrow waterway extending into the land, or connecting a bay or lagoon with a larger body of water",en,H,Hydrographic,
STNI,inspection station,"a station at which vehicles, goods, and people are inspected",en,S,Spot Features,
TRGD,interdune trough(s),a long wind-swept trough between parallel longitudinal dunes,en,T,Hypsographic,
INTF,interfluve,a relatively undissected upland between adjacent stream valleys,en,T,Hypsographic,
LKI,intermittent lake,intermittent lake,en,H,Hydrographic,
LKSI,intermittent lakes,intermittent lakes,en,H,Hydrographic,
LKOI,intermittent oxbow lake,intermittent oxbow lake,en,H,Hydrographic,
PNDI,intermittent pond,intermittent pond,en,H,Hydrographic,
PNDSI,intermittent ponds,intermittent ponds,en,H,Hydrographic,
POOLI,intermittent pool,intermittent pool,en,H,Hydrographic,
RSVI,intermittent reservoir,intermittent reservoir,en,H,Hydrographic,
LKNI,intermittent salt lake,intermittent salt lake,en,H,Hydrographic,
LKSNI,intermittent salt lakes,intermittent salt lakes,en,H,Hydrographic,
PNDNI,intermittent salt pond(s),intermittent salt pond(s),en,H,Hydrographic,
STMI,intermittent stream,intermittent stream,en,H,Hydrographic,
WTLDI,intermittent wetland,intermittent wetland,en,H,Hydrographic,
RDIN,intersection,a junction of two or more highways by a system of separate levels that permit traffic to pass from one to another without the crossing of traffic streams,en,S,Spot Features,
MNFE,iron mine(s),a mine where iron ore is extracted,en,S,Spot Features,
FLDI,irrigated field(s),a tract of level or terraced land which is irrigated,en,L,Area,
CNLI,irrigation canal,a canal which serves as a main conduit for irrigation water,en,H,Hydrographic,
DTCHI,irrigation ditch,a ditch which serves to distribute irrigation water,en,H,Hydrographic,
SYSI,irrigation system,"a network of ditches and one or more of the following elements: water supply, reservoir, canal, pump, well, drain, etc.",en,H,Hydrographic,
ISL,island,"a tract of land, smaller than a continent, surrounded by water at high water",en,T,Hypsographic,
ISLS,islands,"tracts of land, smaller than a continent, surrounded by water at high water",en,T,Hypsographic,
STLMT,Israeli settlement,Israeli settlement,en,P,Populated Place,
ISTH,isthmus,a narrow strip of land connecting two larger land masses and bordered by water,en,T,Hypsographic,
JTY,jetty,a structure built out into the water at a river mouth or harbor entrance to regulate currents and silting,en,S,Spot Features,
KRST,karst area,"a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage",en,T,Hypsographic,
CMPLA,labor camp,a camp used by migrant or temporary laborers,en,S,Spot Features,
LGN,lagoon,"a shallow coastal waterbody, completely or partly separated from a larger body of water by a barrier island, coral reef or other depositional feature",en,H,Hydrographic,
LGNS,lagoons,"shallow coastal waterbodies, completely or partly separated from a larger body of water by a barrier island, coral reef or other depositional feature",en,H,Hydrographic,
LK,lake,a large inland body of standing water,en,H,Hydrographic,
LBED,lake bed(s),a dried up or drained area of a former lake,en,H,Hydrographic,
CHNL,lake channel(s),"that part of a lake having water deep enough for navigation between islands, shoals, etc.",en,H,Hydrographic,
RGNL,lake region,a tract of land distinguished by numerous lakes,en,L,Area,
LKS,lakes,large inland bodies of standing water,en,H,Hydrographic,
ISLT,land-tied island,"a coastal island connected to the mainland by barrier beaches, levees or dikes",en,T,Hypsographic,
LNDF,landfill,a place for trash and garbage disposal in which the waste is buried between layers of earth to build up low-lying land,en,S,Spot Features,
LDNG,landing,"a place where boats receive or discharge passengers and freight, but lacking most port facilities",en,S,Spot Features,
LAVA,lava area,an area of solidified lava,en,T,Hypsographic,
MNPB,lead mine(s),a mine where lead ore is extracted,en,S,Spot Features,
LTER,leased area,a tract of land leased by the United Kingdom from the People's Republic of China to form part of Hong Kong,en,A,Administrative Region,
LEPC,leper colony,a settled area inhabited by lepers in relative isolation,en,S,Spot Features,
HSPL,leprosarium,an asylum or hospital for lepers,en,S,Spot Features,
LEV,levee,a natural low embankment bordering a distributary or meandering stream; often built up artificially to control floods,en,T,Hypsographic,
LTHSE,lighthouse,a distinctive structure exhibiting a major navigation light,en,S,Spot Features,
MFGLM,limekiln,a furnace in which limestone is reduced to lime,en,S,Spot Features,
GOVL,local government office,"a facility housing local governmental offices, usually a city, town, or village hall",en,S,Spot Features,
LCTY,locality,a minor area or place of unspecified or mixed character and indefinite boundaries,en,L,Area,
LOCK,lock(s),a basin in a waterway with gates at each end by means of which vessels are passed from one water level to another,en,S,Spot Features,
CMPL,logging camp,a camp used by loggers,en,S,Spot Features,
STMSB,lost river,"a surface stream that disappears into an underground channel, or dries up in an arid area",en,H,Hydrographic,
MVA,maneuver area,a tract of land where military field exercises are carried out,en,L,Area,
ISLM,mangrove island,a mangrove swamp surrounded by a waterbody,en,T,Hypsographic,
MGV,mangrove swamp,a tropical tidal mud flat characterized by mangrove vegetation,en,H,Hydrographic,
MAR,marina,"a harbor facility for small boats, yachts, etc.",en,S,Spot Features,
CHNM,marine channel,that part of a body of water deep enough for navigation through an area otherwise not suitable,en,H,Hydrographic,
SCHN,maritime school,a school at which maritime sciences form the core of the curriculum,en,S,Spot Features,
MKT,market,a place where goods are bought and sold at regular intervals,en,S,Spot Features,
MRSH,marsh(es),a wetland dominated by grass-like vegetation,en,H,Hydrographic,
MDW,meadow,"a small, poorly drained area dominated by grassy vegetation",en,V,Vegetation,
NKM,meander neck,a narrow strip of land between the two limbs of a meander loop at its narrowest point,en,T,Hypsographic,
CTRM,medical center,"a complex of health care buildings including two or more of the following: hospital, medical school, clinic, pharmacy, doctor's offices, etc.",en,S,Spot Features,
MESA,mesa(s),"a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau",en,T,Hypsographic,
STNM,meteorological station,a station at which weather elements are recorded,en,S,Spot Features,
MILB,military base,"a place used by an army or other armed service for storing arms and supplies, and for accommodating and training troops, a base from which operations can be initiated",en,L,Area,
INSM,military installation,a facility for use of and control by armed forces,en,S,Spot Features,
SCHM,military school,a school at which military science forms the core of the curriculum,en,S,Spot Features,
ML,mill(s),"a building housing machines for transforming, shaping, finishing, grinding, or extracting products",en,S,Spot Features,
MN,mine(s),a site where mineral ores are extracted from the ground by excavating surface pits and subterranean passages,en,S,Spot Features,
MNA,mining area,an area of mine sites where minerals and ores are extracted,en,L,Area,
CMPMN,mining camp,a camp used by miners,en,S,Spot Features,
MSSN,mission,"a place characterized by dwellings, school, church, hospital and other facilities operated by a religious group for the purpose of providing charitable services and to propagate religion",en,S,Spot Features,
MOLE,mole,a massive structure of masonry or large stones serving as a pier or breakwater,en,S,Spot Features,
MSTY,monastery,a building and grounds where a community of monks lives in seclusion,en,S,Spot Features,
MNMT,monument,a commemorative structure or statue,en,S,Spot Features,
MOOR,moor(s),an area of open ground overlaid with wet peaty soils,en,H,Hydrographic,
MRN,moraine,"a mound, ridge, or other accumulation of glacial till",en,T,Hypsographic,
MSQE,mosque,a building for public Islamic worship,en,S,Spot Features,
MND,mound(s),"a low, isolated, rounded hill",en,T,Hypsographic,
MT,mountain,"an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more",en,T,Hypsographic,
MTS,mountains,a mountain range or a group of mountains or high ridges,en,T,Hypsographic,
FLTM,mud flat(s),"a relatively level area of mud either between high and low tide lines, or subject to flooding",en,H,Hydrographic,
MFGM,munitions plant,a factory where ammunition is made,en,S,Spot Features,
MUS,museum,a building where objects of permanent interest in one or more of the arts and sciences are preserved and exhibited,en,S,Spot Features,
NRWS,narrows,"a navigable narrow part of a bay, strait, river, etc.",en,H,Hydrographic,
TNLN,natural tunnel,a cave that is open at both ends,en,R,Streets/Highways/Roads,
RESN,nature reserve,an area reserved for the maintenance of a natural habitat,en,L,Area,
NVB,naval base,"an area used to store supplies, provide barracks for troops and naval personnel, a port for naval vessels, and from which operations are initiated",en,L,Area,
CNLN,navigation canal(s),a watercourse constructed for navigation of vessels,en,H,Hydrographic,
CHNN,navigation channel,a buoyed channel of sufficient depth for the safe navigation of vessels,en,H,Hydrographic,
MNNI,nickel mine(s),a mine where nickel ore is extracted,en,S,Spot Features,
NOV,novitiate,a religious house or school where novices are trained,en,S,Spot Features,
PSN,nuclear power station,nuclear power station,en,S,Spot Features,
NTK,nunatak,a rock or mountain peak protruding through glacial ice,en,T,Hypsographic,
NTKS,nunataks,rocks or mountain peaks protruding through glacial ice,en,T,Hypsographic,
NSY,nursery(-ies),a place where plants are propagated for transplanting or grafting,en,S,Spot Features,
OAS,oasis(-es),an area in a desert made productive by the availability of water,en,L,Area,
OBPT,observation point,a wildlife or scenic observation point,en,S,Spot Features,
OBS,observatory,a facility equipped for observation of atmospheric or space phenomena,en,S,Spot Features,
OCN,ocean,one of the major divisions of the vast expanse of salt water covering part of the earth,en,H,Hydrographic,
BLDO,office building,commercial building where business and/or services are conducted,en,S,Spot Features,
CMPO,oil camp,a camp used by oilfield workers,en,S,Spot Features,
ESTO,oil palm plantation,an estate specializing in the cultivation of oil palm trees,en,S,Spot Features,
OILP,oil pipeline,a pipeline used for transporting oil,en,R,Streets/Highways/Roads,
OILJ,oil pipeline junction,a section of an oil pipeline where two or more pipes join together,en,S,Spot Features,
TRMO,oil pipeline terminal,a tank farm or loading facility at the end of an oil pipeline,en,S,Spot Features,
PMPO,oil pumping station,a facility for pumping oil through a pipeline,en,S,Spot Features,
OILR,oil refinery,a facility for converting crude oil into refined petroleum products,en,S,Spot Features,
OILW,oil well,a well from which oil may be pumped,en,S,Spot Features,
OILF,oilfield,an area containing a subterranean store of petroleum of economic value,en,L,Area,
GRVO,olive grove,a planting of olive trees,en,V,Vegetation,
MLO,olive oil mill,a mill where oil is extracted from olives,en,S,Spot Features,
OCH,orchard(s),a planting of fruit or nut trees,en,V,Vegetation,
MLM,ore treatment plant,a facility for improving the metal content of ore by concentration,en,S,Spot Features,
OVF,overfalls,an area of breaking waves caused by the meeting of currents or by waves moving against the current,en,H,Hydrographic,
LKO,oxbow lake,a crescent-shaped lake commonly found adjacent to meandering streams,en,H,Hydrographic,
PGDA,pagoda,"a tower-like storied structure, usually a Buddhist shrine",en,S,Spot Features,
PAL,palace,"a large stately house, often a royal or presidential residence",en,S,Spot Features,
GRVP,palm grove,a planting of palm trees,en,V,Vegetation,
RESP,palm tree reserve,an area of palm trees where use is controlled,en,L,Area,
PAN,pan,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool",en,T,Hypsographic,
PANS,pans,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool",en,T,Hypsographic,
PRSH,parish,an ecclesiastical district,en,A,Administrative Region,
PRK,park,"an area, often of forested land, maintained as a place of beauty, or for recreation",en,L,Area,
PRKGT,park gate,a controlled access to a park,en,S,Spot Features,
PRKHQ,park headquarters,a park administrative facility,en,S,Spot Features,
GARG,parking garage,a building or underground facility used exclusively for parking vehicles,en,S,Spot Features,
PKLT,parking lot,an area used for parking vehicles,en,S,Spot Features,
PASS,pass,"a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap]",en,T,Hypsographic,
PSTP,patrol post,a post from which patrols are sent out,en,S,Spot Features,
PK,peak,"a pointed elevation atop a mountain, ridge, or other hypsographic feature",en,T,Hypsographic,
PKS,peaks,"pointed elevations atop a mountain, ridge, or other hypsographic features",en,T,Hypsographic,
PEAT,peat cutting area,an area where peat is harvested,en,L,Area,
PEN,peninsula,an elongate area of land projecting into a body of water and nearly surrounded by water,en,T,Hypsographic,
BSNP,petroleum basin,an area underlain by an oil-rich structural basin,en,L,Area,
MFGPH,phosphate works,a facility for producing fertilizer,en,S,Spot Features,
PIER,pier,a structure built out into navigable water on piles providing berthing for ships and recreation,en,S,Spot Features,
GRVPN,pine grove,a planting of pine trees,en,V,Vegetation,
MNPL,placer mine(s),a place where heavy metals are concentrated and running water is used to extract them from unconsolidated sediments,en,S,Spot Features,
PLN,plain(s),"an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area",en,T,Hypsographic,
PLAT,plateau,"an elevated plain with steep slopes on one or more sides, and often with incised streams",en,T,Hypsographic,
PT,point,"a tapering piece of land projecting into a body of water, less prominent than a cape",en,T,Hypsographic,
PTS,points,"tapering pieces of land projecting into a body of water, less prominent than a cape",en,T,Hypsographic,
PLDR,polder,an area reclaimed from the sea by diking and draining,en,T,Hypsographic,
PP,police post,a building in which police are stationed,en,S,Spot Features,
PCL,political entity,political entity,en,A,Administrative Region,
PND,pond,a small standing waterbody,en,H,Hydrographic,
PNDS,ponds,small standing waterbodies,en,H,Hydrographic,
POOL,pool(s),"a small and comparatively still, deep part of a larger body of water such as a stream or harbor; or a small body of standing water",en,H,Hydrographic,
PPLL,populated locality,an area similar to a locality but with a small group of dwellings or other buildings,en,P,Populated Place,
PPL,populated place,"a city, town, village, or other agglomeration of buildings where people live and work",en,P,Populated Place,
PPLS,populated places,"cities, towns, villages, or other agglomerations of buildings where people live and work",en,P,Populated Place,
PRT,port,"a place provided with terminal and transfer facilities for loading and discharging waterborne cargo or passengers, usually located in a harbor",en,L,Area,
PTGE,portage,"a place where boats, goods, etc., are carried overland between navigable waters",en,R,Streets/Highways/Roads,
PO,post office,"a public building in which mail is received, sorted and distributed",en,S,Spot Features,
PS,power station,a facility for generating electric power,en,S,Spot Features,
PRN,prison,a facility for confining prisoners,en,S,Spot Features,
PRMN,promenade,"a place for public walking, usually along a beach front",en,R,Streets/Highways/Roads,
PROM,promontory(-ies),a bluff or prominent hill overlooking or projecting into a lowland,en,T,Hypsographic,
PYR,pyramid,an ancient massive structure of square ground plan with four triangular faces meeting at a point and used for enclosing tombs,en,S,Spot Features,
PYRS,pyramids,ancient massive structures of square ground plan with four triangular faces meeting at a point and used for enclosing tombs,en,S,Spot Features,
MNQR,quarry(-ies),"a surface mine where building stone or gravel and sand, etc. are extracted",en,S,Spot Features,
QUAY,quay,a structure of solid construction along a shore or bank which provides berthing for ships and which generally provides cargo handling facilities,en,S,Spot Features,
QCKS,quicksand,"an area where loose sand with water moving through it may become unstable when heavy objects are placed at the surface, causing them to sink",en,L,Area,
RECR,racetrack,a track where races are held,en,S,Spot Features,
OBSR,radio observatory,a facility equipped with an array of antennae for receiving radio waves from space,en,S,Spot Features,
STNR,radio station,a facility for producing and transmitting information by radio waves,en,S,Spot Features,
RR,railroad,a permanent twin steel-rail track on which freight and passenger cars move long distances,en,R,Streets/Highways/Roads,
RJCT,railroad junction,a place where two or more railroad tracks join,en,R,Streets/Highways/Roads,
RSD,railroad siding,a short track parallel to and joining the main track,en,S,Spot Features,
RSGNL,railroad signal,a signal at the entrance of a particular section of track governing the movement of trains,en,S,Spot Features,
RSTN,railroad station,"a facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight",en,S,Spot Features,
RSTP,railroad stop,a place lacking station facilities where trains stop to pick up and unload passengers and freight,en,S,Spot Features,
TNLRR,railroad tunnel,a tunnel through which a railroad passes,en,R,Streets/Highways/Roads,
RYD,railroad yard,"a system of tracks used for the making up of trains, and switching and storing freight cars",en,R,Streets/Highways/Roads,
RNCH,ranch(es),a large farm specializing in extensive grazing of livestock,en,S,Spot Features,
RPDS,rapids,"a turbulent section of a stream associated with a steep, irregular stream bed",en,H,Hydrographic,
RVN,ravine(s),"a small, narrow, deep, steep-sided stream channel, smaller than a gorge",en,H,Hydrographic,
RCH,reach,a straight section of a navigable stream or channel between two bends,en,H,Hydrographic,
RF,reef(s),a surface-navigation hazard composed of consolidated material,en,H,Hydrographic,
PRNJ,reformatory,"a facility for confining, training, and reforming young law offenders",en,S,Spot Features,
CMPRF,refugee camp,a camp used by refugees,en,S,Spot Features,
RGN,region,an area distinguished by one or more observable physical or cultural characteristics,en,L,Area,
CTRR,religious center,"a facility where more than one religious activity is carried out, e.g., retreat, school, monastery, worship",en,S,Spot Features,
PPLR,religious populated place,a populated place whose population is largely engaged in religious occupations,en,P,Populated Place,
RLG,religious site,an ancient site of significant religious importance,en,S,Spot Features,
ITTR,research institute,a facility where research is carried out,en,S,Spot Features,
RESV,reservation,"a tract of land set aside for aboriginal, tribal, or native populations",en,L,Area,
RES,reserve,a tract of public land reserved for future use or restricted as to use,en,L,Area,
RSV,reservoir(s),an artificial pond or lake,en,H,Hydrographic,
RSRT,resort,"a specialized facility for vacation, health, or participation sports activities",en,S,Spot Features,
RHSE,resthouse,a structure maintained for the rest and shelter of travelers,en,S,Spot Features,
RLGR,retreat,"a place of temporary seclusion, especially for religious groups",en,S,Spot Features,
RDGE,ridge(s),"a long narrow elevation with steep sides, and a more or less continuous crest",en,T,Hypsographic,
RD,road,"an open way with improved surface for transportation of animals, people and vehicles",en,R,Streets/Highways/Roads,
RDB,road bend,a conspicuously curved or bent section of a road,en,R,Streets/Highways/Roads,
RDCUT,road cut,an excavation cut through a hill or ridge for a road,en,R,Streets/Highways/Roads,
RDJCT,road junction,a place where two or more roads join,en,R,Streets/Highways/Roads,
TNLRD,road tunnel,a tunnel through which a road passes,en,R,Streets/Highways/Roads,
RDST,roadstead,an open anchorage affording less protection than a harbor,en,H,Hydrographic,
RK,rock,"a conspicuous, isolated rocky mass",en,T,Hypsographic,
HMDA,rock desert,"a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer",en,T,Hypsographic,
RKFL,rockfall,an irregular mass of fallen rock at the base of a cliff or steep slope,en,T,Hypsographic,
RKS,rocks,"conspicuous, isolated rocky masses",en,T,Hypsographic,
RKRY,rookery,a breeding place of a colony of birds or seals,en,S,Spot Features,
ESTR,rubber plantation,an estate which specializes in growing and tapping rubber trees,en,S,Spot Features,
RUIN,ruin(s),a destroyed or decayed structure which is no longer functional,en,S,Spot Features,
BDGQ,ruined bridge,a destroyed or decayed bridge which is no longer functional,en,S,Spot Features,
DAMQ,ruined dam,a destroyed or decayed dam which is no longer functional,en,S,Spot Features,
SBKH,sabkha(s),a salt flat or salt encrusted plain subject to periodic inundation from flooding or high tides,en,H,Hydrographic,
SDL,saddle,"a broad, open pass crossing a ridge or between hills or mountains",en,T,Hypsographic,
SALT,salt area,a shallow basin or flat where salt accumulates after periodic inundation,en,L,Area,
MFGN,salt evaporation ponds,diked salt ponds used in the production of solar evaporated salt,en,H,Hydrographic,
LKN,salt lake,an inland body of salt water with no outlet,en,H,Hydrographic,
LKSN,salt lakes,inland bodies of salt water with no outlet,en,H,Hydrographic,
MRSHN,salt marsh,"a flat area, subject to periodic salt water inundation, dominated by grassy salt-tolerant plants",en,H,Hydrographic,
MNN,salt mine(s),a mine from which salt is extracted,en,S,Spot Features,
PNDN,salt pond,"a small standing body of salt water often in a marsh or swamp, usually along a seacoast",en,H,Hydrographic,
PNDSN,salt ponds,"small standing bodies of salt water often in a marsh or swamp, usually along a seacoast",en,H,Hydrographic,
SNTR,sanatorium,a facility where victims of physical or mental disorders are treated,en,S,Spot Features,
SAND,sand area,a tract of land covered with sand,en,T,Hypsographic,
ERG,sandy desert,an extensive tract of shifting sand and sand dunes,en,T,Hypsographic,
STNS,satellite station,a facility for tracking and communicating with orbiting satellites,en,S,Spot Features,
MLSW,sawmill,a mill where logs or lumber are sawn to specified shapes and sizes,en,S,Spot Features,
SCH,school,building(s) where instruction in one or more branches of knowledge takes place,en,S,Spot Features,
ADMS,school district,school district,en,A,Administrative Region,
STNB,scientific research base,a scientific facility used as a base from which research is carried out or monitored,en,S,Spot Features,
SCRB,scrubland,"an area of low trees, bushes, and shrubs stunted by some environmental limitation",en,V,Vegetation,
SEA,sea,a large body of salt water more or less confined by continuous land or chains of islands forming a subdivision of an ocean,en,H,Hydrographic,
SCNU,seachannel,"a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides",en,U,Undersea,
SCSU,seachannels,"continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides",en,U,Undersea,
SMU,seamount,"an elevation rising generally more than 1,000 meters and of limited extent across the summit",en,U,Undersea,
SMSU,seamounts,"elevations rising generally more than 1,000 meters and of limited extent across the summit",en,U,Undersea,
AIRS,seaplane landing area,a place on a waterbody where floatplanes land and take off,en,H,Hydrographic,
PPLA,seat of a first-order administrative division,seat of a first-order administrative division (PPLC takes precedence over PPLA),en,P,Populated Place,
PPLA4,seat of a fourth-order administrative division,seat of a fourth-order administrative division,en,P,Populated Place,
PPLA2,seat of a second-order administrative division,seat of a second-order administrative division,en,P,Populated Place,
PPLA3,seat of a third-order administrative division,seat of a third-order administrative division,en,P,Populated Place,
ADM2,second-order administrative division,a subdivision of a first-order administrative division,en,A,Administrative Region,
BNKX,section of bank,section of bank,en,H,Hydrographic,
CNLX,section of canal,section of canal,en,H,Hydrographic,
ESTX,section of estate,section of estate,en,S,Spot Features,
HBRX,section of harbor,section of harbor,en,H,Hydrographic,
PCLIX,section of independent political entity,section of independent political entity,en,A,Administrative Region,
STMIX,section of intermittent stream,section of intermittent stream,en,H,Hydrographic,
ISLX,section of island,section of island,en,T,Hypsographic,
LGNX,section of lagoon,section of lagoon,en,H,Hydrographic,
LKX,section of lake,section of lake,en,H,Hydrographic,
PENX,section of peninsula,section of peninsula,en,T,Hypsographic,
PLNX,section of plain,section of plain,en,T,Hypsographic,
PLATX,section of plateau,section of plateau,en,T,Hypsographic,
PPLX,section of populated place,section of populated place,en,P,Populated Place,
RFX,section of reef,section of reef,en,H,Hydrographic,
STMX,section of stream,section of stream,en,H,Hydrographic,
VALX,section of valley,section of valley,en,T,Hypsographic,
WADX,section of wadi,section of wadi,en,H,Hydrographic,
FLLSX,section of waterfall(s),section of waterfall(s),en,H,Hydrographic,
PCLS,semi-independent political entity,semi-independent political entity,en,A,Administrative Region,
SWT,sewage treatment plant,facility for the processing of sewage and/or wastewater,en,S,Spot Features,
SHPF,sheepfold,a fence or wall enclosure for sheep and other small herd animals,en,S,Spot Features,
SHOL,shoal(s),a surface-navigation hazard composed of unconsolidated material,en,H,Hydrographic,
SHOPC,shopping center or mall,an urban shopping area featuring a variety of shops surrounding a usually open-air concourse reserved for pedestrian traffic; or a large suburban building or group of buildings containing various shops with associated passageways,en,S,Spot Features,
SHOR,shore,"a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively",en,T,Hypsographic,
SHRN,shrine,a structure or place memorializing a person or religious concept,en,S,Spot Features,
SILL,sill,the low part of a gap or saddle separating basins,en,H,Hydrographic,
SINK,sinkhole,a small crater-shape depression in a karst area,en,T,Hypsographic,
