code,name,description,language,category,category-name,category-description
1,Aid Provider,"A government, organisation, agency or institution that provides aid funds.",en,,,
2,Aid Recipient,"A government, organisation, agency or institution that recieves aid funds.",en,,,
3,Aggregator,An organisation that collects and reproduces information from other providers or recipients,en,,,
