code,name,description,category,url,status
42001,European Commission - Development Share of Budget,,42000,,active
42003,European Commission - European Development Fund,,42000,,active
42004,European Investment Bank,,42000,,active
42005,Facility for Euro-Mediterranean Investment and Partnership Trust Fund,,42000,,withdrawn
43000,International Monetary Fund (IMF),,,,active
43001,International Monetary Fund - Poverty Reduction and Growth Trust,,43000,,withdrawn
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts]",,43000,,withdrawn
43003,International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistance for Natural Disasters for PRGT-eligible members,,43000,,withdrawn
43004,International Monetary Fund - Poverty Reduction and Growth - Multilateral Debt Relief Initiative Trust,,43000,,active
43005,International Monetary Fund - Post-Catastrophe Debt Relief Trust,,43000,,active
43006,Catastrophe Containment and Relief Trust,,43000,,active
44000,World Bank Group (WB),,,,active
44001,International Bank for Reconstruction and Development,,44000,,active
44002,International Development Association,,44000,,active
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,,44000,,active
44004,International Finance Corporation,,44000,,active
44005,Multilateral Investment Guarantee Agency,,44000,,active
44006,Advance Market Commitments,,44000,,active
44007,International Development Association - Multilateral Debt Relief Initiative,,44000,,active
45000,World Trade Organisation (WTO),,,,active
45001,World Trade Organisation - International Trade Centre,,45000,,active
45002,World Trade Organisation - Advisory Centre on WTO Law,,45000,,withdrawn
45003,World Trade Organisation - Doha Development Agenda Global Trust Fund,,45000,,withdrawn
46000,Regional Development Banks,,,,active
46002,African Development Bank,,46000,,withdrawn
46003,African Development Fund,,46000,,active
46004,Asian Development Bank,,46000,,withdrawn
46005,Asian Development Fund,,46000,,withdrawn
46006,Black Sea Trade and Development Bank,,46000,,active
46007,Central American Bank for Economic Integration,,46000,,active
46008,Development Bank of Latin America,,46000,,active
46009,Caribbean Development Bank,,46000,,active
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",,46000,,withdrawn
46013,"Inter-American Development Bank, Fund for Special Operations",,46000,,withdrawn
46015,European Bank for Reconstruction and Development,,46000,,active
